2025-09-05 19:53:52,386 - DEBUG - 1 change detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs')}
2025-09-05 19:54:04,039 - DEBUG - 1 change detected: {(<Change.added: 1>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195403.log')}
2025-09-05 19:54:04,561 - DEBUG - 1 change detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195403.log')}
2025-09-05 19:54:05,376 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs'), (<Change.added: 1>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195405.log')}
2025-09-05 20:05:33,476 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:33,843 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:34,253 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:34,662 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:35,067 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:35,484 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:35,904 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:36,277 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:36,697 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:37,104 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:37,508 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:37,915 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:38,319 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:38,738 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:39,143 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:39,563 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:39,968 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:40,372 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:40,779 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:41,182 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:41,588 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:41,993 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:42,363 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:42,772 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:43,191 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:43,601 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:44,003 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:44,408 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:44,815 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:45,233 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:45,637 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:46,044 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:46,453 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:46,857 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:47,273 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:47,647 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:48,052 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:48,457 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:48,861 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:49,284 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:49,700 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:50,075 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:50,494 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:50,914 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:51,334 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:51,755 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:52,110 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:52,519 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:52,938 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:53,358 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:53,762 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:54,166 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:54,586 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:55,009 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:55,429 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:55,797 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:56,207 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:56,627 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:56,994 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:57,405 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:57,824 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:58,228 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:58,647 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:59,002 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:59,461 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:05:59,875 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:00,280 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:00,647 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:01,057 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:01,475 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:01,887 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:02,253 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:02,658 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:03,063 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:03,481 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:03,885 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:04,292 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:04,712 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:05,115 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:05,518 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:05,927 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:06,344 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:06,752 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:07,157 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:07,563 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:07,967 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:08,371 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:08,780 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:09,184 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:09,588 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:10,006 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:10,411 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:10,817 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:11,221 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:11,629 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:11,997 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 20:06:12,407 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
